SewageEffluent	Temp_Avg	Temp_Min	Temp_Max	Salinity_Avg	Salinity_Min	Salinity_Max	pH_Avg	DO_Avg	May_Temp_Avg	May_Temp_Min	May_Temp_Max	May_Salinity_Avg	May_Salinity_Min	May_Salinity_Max	May_pH_Avg	May_DO_Avg	June_Temp_Avg	June_Temp_Min	June_Temp_Max	June_Salinity_Avg	June_Salinity_Min	June_Salinity_Max	June_pH_Avg	June_DO_Avg	July_Temp_Avg	July_Temp_Min	July_Temp_Max	July_Salinity_Avg	July_Salinity_Min	July_Salinity_Max	July_pH_Avg	July_DO_Avg	August_Temp_Avg	August_Temp_Min	August_Temp_Max	August_pH_Avg	September_Temp_Avg	September_Temp_Min	September_Temp_Max
SewageEffluent	1	0.553110972433465	0.170391019469246	0.672687064506242	0.267117730837327	0.0111298364194321	0.331403348665366	0.162692133395954	0.204834957559715	0.531712152754923	0.0442512699575373	0.724546258504648	0.367469283854621	0.107424217994979	0.0119123696739943	0.301267164038097	0.262533657349318	0.769446075269835	0.36698146840487	0.697585098948629	0.348805772131869	0.0979836543528072	0.14384921102272	0.0137854664375479	0.165906585499262	0.459121769399849	0.104192818514481	0.606017249358433	0.233144104210826	0.193958693796152	0.237842643511585	0.229444209526399	0.497711171309835	0.70359576290474	0.434431215794792	0.714592309114938	0.198676896549617	0.609097167631521	0.592476105984779	0.43198247371937
Temp_Avg	0.553110972433465	1	0.0358313525243425	0.303457384690928	0.0755579272980405	0.205644113205691	0.00108460112085687	0.605706375824866	0.0549311968878769	0.917089668204731	0.240763357849865	0.329938867027751	0.222376043335862	0.168953202748951	0.345915113012882	0.143549961965636	0.343124085763302	0.713077390162507	0.0838695291047635	0.352115191877886	0.139291517447553	0.184405140147217	0.159154496325473	0.608624932081605	0.457729753368199	0.597728647801936	0.10204291838904	0.374678400533001	0.0982252082780103	0.265140753438249	0.355249216263119	0.890254573454766	0.86548914542665	0.63264712763683	0.407423905239294	0.364054136778926	0.82209110350109	0.646627221837183	0.336349533758062	0.108838347652063
Temp_Min	0.170391019469246	0.0358313525243425	1	0.789403064997602	0.867709456415113	0.952038865017473	0.814716611791174	0.104576988621636	0.853957066155357	0.137385413370097	0.927879561487793	0.769180912819988	0.73802801823458	0.967435952767398	0.405061353766194	0.238405216785969	0.82036366491798	0.427383456063184	0.726993628281642	0.793563627119822	0.77297657325138	0.87874435374895	0.911523385155866	0.517851395777218	0.78707902619146	0.775796876857898	0.00198625447735009	0.873140209737363	0.83051988794629	0.851191079884827	0.727913302907864	0.0906980754009639	0.133807600906592	0.621071282819888	0.392695256078017	0.767140166371967	0.30594267125681	0.234076483904729	0.821111384719381	0.705019866025656
Temp_Max	0.672687064506242	0.303457384690928	0.789403064997602	1	0.413044253423146	0.621824831891981	0.876214112891619	0.17563885055713	0.838333326520718	0.27296880181298	0.611098212876011	0.97597126008337	0.208755709023132	0.711158151187585	0.302105777660381	0.581993832093636	0.778997140373135	0.829985940645216	0.861992510812187	0.994250130103638	0.244319324072431	0.449663065064615	0.800830485105511	0.254091741544057	0.689385883136147	0.851483411775821	0.317698478774279	0.967312271250161	0.427837152439254	0.423632664543714	0.788068414957714	0.0888119660258581	0.360760381812328	0.88931917104823	0.227529324759488	0.997062932055856	0.219367895472639	0.175603635019629	0.984968537986348	0.833405489195355
Salinity_Avg	0.267117730837327	0.0755579272980405	0.867709456415113	0.413044253423146	1	0.912383974304783	0.49330257852357	0.383922257498982	0.667583312007514	0.285780530844785	0.835742366606366	0.416436447258164	0.950589687448647	0.861087760017626	0.461659622385077	0.0943378452347279	0.548301711763812	0.0730310650039931	0.384607370054924	0.412808124115438	0.970717454408676	0.909767300099989	0.806340578963361	0.676481011112397	0.564909580964257	0.560601910891121	0.101791347239619	0.571127473278774	0.974963589616959	0.945092416730253	0.579092147264068	0.132263360072669	0.0679683965265167	0.337144592883237	0.387270108743534	0.382292196909985	0.408152853455847	0.32723241324383	0.469178184180252	0.310949867318785
Salinity_Min	0.0111298364194321	0.205644113205691	0.952038865017473	0.621824831891981	0.912383974304783	1	0.674657803239729	0.0699372971904759	0.785596248222054	0.401801909369217	0.973307324865482	0.631570628098399	0.8671769097082	0.991153966999177	0.553108171423015	0.10615684098	0.821288229910995	0.159291654182663	0.550167857677015	0.618241164953081	0.86947627576625	0.954676498654329	0.815710830946109	0.446312058611383	0.833795846626749	0.557339602227539	0.119629929171893	0.722071166643057	0.830774626360486	0.959500331790257	0.552365046646537	0.0938535490768955	0.143892606729608	0.415891326070674	0.3599850170951	0.587895621139817	0.177350644562033	0.332522380857035	0.633413486393108	0.587079443376454
Salinity_Max	0.331403348665366	0.00108460112085687	0.814716611791174	0.876214112891619	0.49330257852357	0.674657803239729	1	0.334189688036986	0.871051713186287	0.0223644794129611	0.689498694994877	0.765443564558837	0.26347728065015	0.741325615857594	0.161337705563969	0.712595064121229	0.864823333261775	0.611195323398777	0.985875242324551	0.861459503519144	0.314002976274823	0.504954532870288	0.808132334395626	0.0821019870967456	0.78972552337614	0.75041682193544	0.324283607242812	0.818001140778038	0.468129660781983	0.461197667080834	0.774280578555542	0.0951403128151658	0.250665681646831	0.624484714860939	0.632063762094116	0.850493614843967	0.0420684378751212	0.278854410831009	0.915672951098718	0.953608082668644
pH_Avg	0.162692133395954	0.605706375824866	0.104576988621636	0.17563885055713	0.383922257498982	0.0699372971904759	0.334189688036986	1	0.22539823632876	0.342997288957585	0.00653716929372374	0.103781952210047	0.405216016936006	0.00298018674753485	0.166233458358645	0.744339977801158	0.470224813818079	0.0274145150225949	0.349929965536879	0.117525874618592	0.461594697121813	0.246861233792536	0.103304919611745	0.891177879106063	0.485021912858067	0.282627420629366	0.361802684546458	0.052275422425577	0.489355893515919	0.196992405477494	0.0759089675716383	0.84291138533401	0.43188927579476	0.135918580432427	0.370064598659118	0.137128201150632	0.901929002632991	0.220450444821404	0.10795376224122	0.510942441128918
DO_Avg	0.204834957559715	0.0549311968878769	0.853957066155357	0.838333326520718	0.667583312007514	0.785596248222054	0.871051713186287	0.22539823632876	1	0.02125730849015	0.699340325707423	0.793131789710353	0.487974119568021	0.825140569681902	0.583842286911426	0.632653980105061	0.848783629153384	0.549407392187772	0.828342434067727	0.79133515369758	0.492653681376744	0.572832740092683	0.942332475630974	0.229139602096058	0.812881514347926	0.725646189410354	0.492444544424846	0.812295510394674	0.669181388499487	0.677537824374333	0.874257499797067	0.191027890298078	0.0300369418935077	0.696495400488229	0.577674829188774	0.797503146053299	0.0665613662722376	0.0653614357595717	0.843044718318393	0.745075883903055
May_Temp_Avg	0.531712152754923	0.917089668204731	0.137385413370097	0.27296880181298	0.285780530844785	0.401801909369217	0.0223644794129611	0.342997288957585	0.02125730849015	1	0.464710216402208	0.259330548257681	0.475473823635244	0.349206659768045	0.335704451032811	0.15016481204905	0.375912900733742	0.760161413705314	0.149946475888324	0.288449083978147	0.405124695166054	0.468774724130686	0.10934613445844	0.339060439196907	0.495880800929916	0.512539372993495	0.43887851954965	0.254075176797467	0.085784199647947	0.476160939593496	0.408200017150638	0.691334277697738	0.781674322826502	0.605548943082411	0.231397144046125	0.321326696467869	0.597290675919377	0.693653459906306	0.300545671242295	0.0878373896784059
May_Temp_Min	0.0442512699575373	0.240763357849865	0.927879561487793	0.611098212876011	0.835742366606366	0.973307324865482	0.689498694994877	0.00653716929372374	0.699340325707423	0.464710216402208	1	0.610249063172213	0.80138952341513	0.974344669434074	0.414446042284005	0.0853830389549473	0.844986122626024	0.119465541022499	0.562326257328259	0.623484190281289	0.812626893946053	0.961087117557191	0.714824382992345	0.358530589559175	0.852852019536869	0.50430375589989	0.269927185279235	0.703748078990335	0.722301825806514	0.897792613444859	0.433317962480832	0.101864239778698	0.0936866699935007	0.339311228504333	0.321740611273251	0.583326403115619	0.0950223895876666	0.432759416418874	0.623872664423353	0.65871769741162
May_Temp_Max	0.724546258504648	0.329938867027751	0.769180912819988	0.97597126008337	0.416436447258164	0.631570628098399	0.765443564558837	0.103781952210047	0.793131789710353	0.259330548257681	0.610249063172213	1	0.259041232107218	0.717595025462416	0.414386965009073	0.454027440998735	0.74149567883757	0.799717000997675	0.733716819082823	0.972657616691914	0.276743977574231	0.476446767983935	0.762344183257005	0.314505575776641	0.665462082735837	0.806975659276118	0.245106255098159	0.967100726654096	0.428362257257657	0.466840162243336	0.719557242987666	0.102693343658355	0.296791707137461	0.90755438421601	0.0481668268677818	0.977870262498649	0.288021460914021	0.307817805337925	0.933221260029483	0.730411410065453
May_Salinity_Avg	0.367469283854621	0.222376043335862	0.73802801823458	0.208755709023132	0.950589687448647	0.8671769097082	0.26347728065015	0.405216016936006	0.487974119568021	0.475473823635244	0.80138952341513	0.259041232107218	1	0.796601313356871	0.536425101285139	0.309206289005212	0.45294247435702	0.177819779586735	0.125454037567474	0.211864458725461	0.990376354713124	0.917379843370783	0.613908932139338	0.619746758913151	0.50920374845902	0.313895750653972	0.291560124451377	0.390199566706808	0.888929280507203	0.960467698689942	0.322632881834585	0.0327590933706581	0.272416730399035	0.131364719238072	0.210736551832232	0.177826489285034	0.335368775741965	0.334190218322226	0.236704486340161	0.122640550680706
May_Salinity_Min	0.107424217994979	0.168953202748951	0.967435952767398	0.711158151187585	0.861087760017626	0.991153966999177	0.741325615857594	0.00298018674753485	0.825140569681902	0.349206659768045	0.974344669434074	0.717595025462416	0.796601313356871	1	0.544911871675722	0.192736277834674	0.875304815200894	0.254152613232412	0.624640856017261	0.707295451971944	0.80080196112889	0.924726193495088	0.832507526634326	0.400007371675079	0.875176752679339	0.604460995864891	0.0777127863557731	0.789812550042331	0.780125833956997	0.919507515164573	0.586956934485627	0.105692960980121	0.0958297719214581	0.491336674271253	0.348327215023685	0.679846802339332	0.152375288559744	0.284255942597799	0.713792407819772	0.67179763741638
May_Salinity_Max	0.0119123696739943	0.345915113012882	0.405061353766194	0.302105777660381	0.461659622385077	0.553108171423015	0.161337705563969	0.166233458358645	0.583842286911426	0.335704451032811	0.414446042284005	0.414386965009073	0.536425101285139	0.544911871675722	1	0.147765805768988	0.492107788468408	0.00119750165677293	0.0637997361940287	0.233717921543915	0.435320156151308	0.406978171816278	0.473834426925789	0.0927288003185192	0.563848397444805	0.0813346008062494	0.295751251419622	0.313102096155671	0.426141746477048	0.652822006005931	0.310555467373712	0.486983129719488	0.655180498152222	0.289985005609717	0.0466934602415283	0.257400238984371	0.058480009237328	0.236335330792597	0.201789840003492	0.0916750935423887
May_pH_Avg	0.301267164038097	0.143549961965636	0.238405216785969	0.581993832093636	0.0943378452347279	0.10615684098	0.712595064121229	0.744339977801158	0.632653980105061	0.15016481204905	0.0853830389549473	0.454027440998735	0.309206289005212	0.192736277834674	0.147765805768988	1	0.565239445929573	0.520873365277257	0.776157234219082	0.517547635001228	0.304906135435468	0.162991531276057	0.418575235347865	0.467694131790066	0.504255180508772	0.33783273836029	0.763956596272969	0.374909890423751	0.0800163325805482	0.0793328758780259	0.564803601676152	0.445545068530792	0.0149369769969772	0.400361075041076	0.640601560548108	0.547379957434285	0.456971429978826	0.0499450792150192	0.578058016691808	0.71748161155742
May_DO_Avg	0.262533657349318	0.343124085763302	0.82036366491798	0.778997140373135	0.548301711763812	0.821288229910995	0.864823333261775	0.470224813818079	0.848783629153384	0.375912900733742	0.844986122626024	0.74149567883757	0.45294247435702	0.875304815200894	0.492107788468408	0.565239445929573	1	0.31314338789697	0.781884674898268	0.753625700097005	0.442498823731372	0.672996208535246	0.707341284342327	0.0509171764487165	0.988853324148599	0.476732587242662	0.123767665214289	0.733884558868545	0.439094403716762	0.670193140543073	0.529845876771019	0.42167135203803	0.176742205401993	0.444777430771292	0.473857223822447	0.739092003412937	0.250046727795694	0.317797613992024	0.754271383125399	0.888621902429835
June_Temp_Avg	0.769446075269835	0.713077390162507	0.427383456063184	0.829985940645216	0.0730310650039931	0.159291654182663	0.611195323398777	0.0274145150225949	0.549407392187772	0.760161413705314	0.119465541022499	0.799717000997675	0.177819779586735	0.254152613232412	0.00119750165677293	0.520873365277257	0.31314338789697	1	0.680396749429272	0.832195017994473	0.11476070114196	0.00454302839753624	0.583147427481258	0.312718802898553	0.182514949051348	0.849509929531259	0.494684403185247	0.782335671450091	0.19648107468261	0.0247092471767284	0.757509314927507	0.423039336255029	0.684221866055084	0.936557708891662	0.0378074411912341	0.854804711961362	0.444864867945048	0.513180720725993	0.833714689453889	0.528141337728628
June_Temp_Min	0.36698146840487	0.0838695291047635	0.726993628281642	0.861992510812187	0.384607370054924	0.550167857677015	0.985875242324551	0.349929965536879	0.828342434067727	0.149946475888324	0.562326257328259	0.733716819082823	0.125454037567474	0.624640856017261	0.0637997361940287	0.776157234219082	0.781884674898268	0.680396749429272	1	0.845678786867626	0.185681788212644	0.366110610809497	0.765937627003581	0.0422622000805769	0.691111434680537	0.761709793115578	0.416931124181614	0.781289204688745	0.385531097624726	0.322412752078909	0.793207867978716	0.0470589449490326	0.340891712848388	0.643004271459161	0.645648456879312	0.840817959436498	0.0381815545593248	0.223705288450764	0.909561908530975	0.934590067524068
June_Temp_Max	0.697585098948629	0.352115191877886	0.793563627119822	0.994250130103638	0.412808124115438	0.618241164953081	0.861459503519144	0.117525874618592	0.79133515369758	0.288449083978147	0.623484190281289	0.972657616691914	0.211864458725461	0.707295451971944	0.233717921543915	0.517547635001228	0.753625700097005	0.832195017994473	0.845678786867626	1	0.256299384454366	0.471987456775148	0.775409041883024	0.297360377062975	0.658979852422589	0.865445862450314	0.232362522373619	0.976819035810033	0.425214182951022	0.413762607539368	0.755363079457834	0.162453669231049	0.427188039497319	0.885202885979487	0.175965446638697	0.997652857483382	0.268731013689781	0.165680896298672	0.984429328949016	0.826659402865438
June_Salinity_Avg	0.348805772131869	0.139291517447553	0.77297657325138	0.244319324072431	0.970717454408676	0.86947627576625	0.314002976274823	0.461594697121813	0.492653681376744	0.405124695166054	0.812626893946053	0.276743977574231	0.990376354713124	0.80080196112889	0.435320156151308	0.304906135435468	0.442498823731372	0.11476070114196	0.185681788212644	0.256299384454366	1	0.929072460297452	0.647348148859092	0.67924835607458	0.482712850715542	0.395914136806631	0.304670479442681	0.433693450891117	0.920610050262759	0.942236737541798	0.372728129022075	0.134991254920942	0.148909267412613	0.171028033584077	0.242533457925274	0.21823868714868	0.402169479637551	0.36293407663386	0.291613779717322	0.161179861652319
June_Salinity_Min	0.0979836543528072	0.184405140147217	0.87874435374895	0.449663065064615	0.909767300099989	0.954676498654329	0.504954532870288	0.246861233792536	0.572832740092683	0.468774724130686	0.961087117557191	0.476446767983935	0.917379843370783	0.924726193495088	0.406978171816278	0.162991531276057	0.672996208535246	0.00454302839753624	0.366110610809497	0.471987456775148	0.929072460297452	1	0.66071151783519	0.532996770784528	0.696962816631876	0.450368849799271	0.392416970967186	0.602007621790527	0.811353643368254	0.943493762473415	0.355459920472722	0.0367359431574503	0.101261377455998	0.255854555600044	0.213180580981868	0.42728988219713	0.259761917459042	0.408760808912414	0.473418566669309	0.436825015542734
June_Salinity_Max	0.14384921102272	0.159154496325473	0.911523385155866	0.800830485105511	0.806340578963361	0.815710830946109	0.808132334395626	0.103304919611745	0.942332475630974	0.10934613445844	0.714824382992345	0.762344183257005	0.613908932139338	0.832507526634326	0.473834426925789	0.418575235347865	0.707341284342327	0.583147427481258	0.765937627003581	0.775409041883024	0.647348148859092	0.66071151783519	1	0.528094123449104	0.65877085874945	0.856541740625836	0.380926872580341	0.847530780509693	0.845093507115975	0.734559617986521	0.931769818362615	0.112398949313673	0.163188838542943	0.74912040119139	0.51073085124932	0.772760045732984	0.366525268257593	0.0396254852219237	0.840465255799915	0.619022857601633
June_pH_Avg	0.0137854664375479	0.608624932081605	0.517851395777218	0.254091741544057	0.676481011112397	0.446312058611383	0.0821019870967456	0.891177879106063	0.229139602096058	0.339060439196907	0.358530589559175	0.314505575776641	0.619746758913151	0.400007371675079	0.0927288003185192	0.467694131790066	0.0509171764487165	0.312718802898553	0.0422622000805769	0.297360377062975	0.67924835607458	0.532996770784528	0.528094123449104	1	0.0867151606173075	0.634811618521608	0.189448128838473	0.472095167218679	0.774392275779511	0.509114677531572	0.458854536024534	0.773715835064328	0.450835379706523	0.489464124500503	0.167839551431487	0.278482399748219	0.944361214698466	0.216474165224007	0.31544273138065	0.132630594189856
June_DO_Avg	0.165906585499262	0.457729753368199	0.78707902619146	0.689385883136147	0.564909580964257	0.833795846626749	0.78972552337614	0.485021912858067	0.812881514347926	0.495880800929916	0.852852019536869	0.665462082735837	0.50920374845902	0.875176752679339	0.563848397444805	0.504255180508772	0.988853324148599	0.182514949051348	0.691111434680537	0.658979852422589	0.482712850715542	0.696962816631876	0.65877085874945	0.0867151606173075	1	0.367565473609663	0.0791183780659636	0.651059499521004	0.437461526378142	0.71458970876772	0.447807199147774	0.510666181751989	0.313010371457693	0.342896678006917	0.463081392431464	0.643513991714966	0.31139947143517	0.359997123066782	0.65574512077919	0.820668408921723
July_Temp_Avg	0.459121769399849	0.597728647801936	0.775796876857898	0.851483411775821	0.560601910891121	0.557339602227539	0.75041682193544	0.282627420629366	0.725646189410354	0.512539372993495	0.50430375589989	0.806975659276118	0.313895750653972	0.604460995864891	0.0813346008062494	0.33783273836029	0.476732587242662	0.849509929531259	0.761709793115578	0.865445862450314	0.395914136806631	0.450368849799271	0.856541740625836	0.634811618521608	0.367565473609663	1	0.290497444812367	0.90394629786081	0.65403532138052	0.410800538580571	0.896710956224139	0.512935417694693	0.635840375237064	0.898170871158034	0.254488936970168	0.861618646770009	0.612393176437205	0.177581297427284	0.907503428932504	0.586515196295315
July_Temp_Min	0.104192818514481	0.10204291838904	0.00198625447735009	0.317698478774279	0.101791347239619	0.119629929171893	0.324283607242812	0.361802684546458	0.492444544424846	0.43887851954965	0.269927185279235	0.245106255098159	0.291560124451377	0.0777127863557731	0.295751251419622	0.763956596272969	0.123767665214289	0.494684403185247	0.416931124181614	0.232362522373619	0.304670479442681	0.392416970967186	0.380926872580341	0.189448128838473	0.0791183780659636	0.290497444812367	1	0.163180426080799	0.0251619472046652	0.160331172809687	0.618855843122429	0.222797755074715	0.0198430035179243	0.427277994941324	0.474822511821178	0.288096508687943	0.115360509092257	0.336144718675369	0.314872494505332	0.191490045159381
July_Temp_Max	0.606017249358433	0.374678400533001	0.873140209737363	0.967312271250161	0.571127473278774	0.722071166643057	0.818001140778038	0.052275422425577	0.812295510394674	0.254075176797467	0.703748078990335	0.967100726654096	0.390199566706808	0.789812550042331	0.313102096155671	0.374909890423751	0.733884558868545	0.782335671450091	0.781289204688745	0.976819035810033	0.433693450891117	0.602007621790527	0.847530780509693	0.472095167218679	0.651059499521004	0.90394629786081	0.163180426080799	1	0.588904853708126	0.558330602615431	0.785917894149177	0.243082917883675	0.401459894339134	0.895510486792606	0.146758530685484	0.969827665178402	0.407957905362394	0.165382007681834	0.964532975907613	0.742132120258671
July_Salinity_Avg	0.233144104210826	0.0982252082780103	0.83051988794629	0.427837152439254	0.974963589616959	0.830774626360486	0.468129660781983	0.489355893515919	0.669181388499487	0.085784199647947	0.722301825806514	0.428362257257657	0.888929280507203	0.780125833956997	0.426141746477048	0.0800163325805482	0.439094403716762	0.19648107468261	0.385531097624726	0.425214182951022	0.920610050262759	0.811353643368254	0.845093507115975	0.774392275779511	0.437461526378142	0.65403532138052	0.0251619472046652	0.588904853708126	1	0.869746879367944	0.681517368504077	0.27161094904736	0.0556639898417425	0.441452541862569	0.37231424525181	0.403374685156469	0.549103492327332	0.187661087613157	0.494810126902312	0.239841745314573
July_Salinity_Min	0.193958693796152	0.265140753438249	0.851191079884827	0.423632664543714	0.945092416730253	0.959500331790257	0.461197667080834	0.196992405477494	0.677537824374333	0.476160939593496	0.897792613444859	0.466840162243336	0.960467698689942	0.919507515164573	0.652822006005931	0.0793328758780259	0.670193140543073	0.0247092471767284	0.322412752078909	0.413762607539368	0.942236737541798	0.943493762473415	0.734559617986521	0.509114677531572	0.71458970876772	0.410800538580571	0.160331172809687	0.558330602615431	0.869746879367944	1	0.446575623223618	0.106200073191678	0.298965178400776	0.283528010028659	0.281455277917887	0.386077741854224	0.223290895516782	0.296014493927874	0.42883277860729	0.345213116010802
July_Salinity_Max	0.237842643511585	0.355249216263119	0.727913302907864	0.788068414957714	0.579092147264068	0.552365046646537	0.774280578555542	0.0759089675716383	0.874257499797067	0.408200017150638	0.433317962480832	0.719557242987666	0.322632881834585	0.586956934485627	0.310555467373712	0.564803601676152	0.529845876771019	0.757509314927507	0.793207867978716	0.755363079457834	0.372728129022075	0.355459920472722	0.931769818362615	0.458854536024534	0.447807199147774	0.896710956224139	0.618855843122429	0.785917894149177	0.681517368504077	0.446575623223618	1	0.214618592912145	0.345632948082583	0.824915375678547	0.525756461628442	0.769296941733937	0.395730546588352	0.130046733737913	0.839380580303645	0.565774001967865
July_pH_Avg	0.229444209526399	0.890254573454766	0.0906980754009639	0.0888119660258581	0.132263360072669	0.0938535490768955	0.0951403128151658	0.84291138533401	0.191027890298078	0.691334277697738	0.101864239778698	0.102693343658355	0.0327590933706581	0.105692960980121	0.486983129719488	0.445545068530792	0.42167135203803	0.423039336255029	0.0470589449490326	0.162453669231049	0.134991254920942	0.0367359431574503	0.112398949313673	0.773715835064328	0.510666181751989	0.512935417694693	0.222797755074715	0.243082917883675	0.27161094904736	0.106200073191678	0.214618592912145	1	0.845085058826242	0.378581852990762	0.34846502855568	0.147746020263633	0.898835844153498	0.323671640869367	0.169949213742382	0.225738312495473
July_DO_Avg	0.497711171309835	0.86548914542665	0.133807600906592	0.360760381812328	0.0679683965265167	0.143892606729608	0.250665681646831	0.43188927579476	0.0300369418935077	0.781674322826502	0.0936866699935007	0.296791707137461	0.272416730399035	0.0958297719214581	0.655180498152222	0.0149369769969772	0.176742205401993	0.684221866055084	0.340891712848388	0.427188039497319	0.148909267412613	0.101261377455998	0.163188838542943	0.450835379706523	0.313010371457693	0.635840375237064	0.0198430035179243	0.401459894339134	0.0556639898417425	0.298965178400776	0.345632948082583	0.845085058826242	1	0.509952294309842	0.123946359007721	0.417036792192847	0.619656923511282	0.233917114730516	0.444581650562692	0.191812879055459
August_Temp_Avg	0.70359576290474	0.63264712763683	0.621071282819888	0.88931917104823	0.337144592883237	0.415891326070674	0.624484714860939	0.135918580432427	0.696495400488229	0.605548943082411	0.339311228504333	0.90755438421601	0.131364719238072	0.491336674271253	0.289985005609717	0.400361075041076	0.444777430771292	0.936557708891662	0.643004271459161	0.885202885979487	0.171028033584077	0.255854555600044	0.74912040119139	0.489464124500503	0.342896678006917	0.898170871158034	0.427277994941324	0.895510486792606	0.441452541862569	0.283528010028659	0.824915375678547	0.378581852990762	0.509952294309842	1	7.12351089841421e-05	0.904302136890895	0.544799784109285	0.530974253088455	0.873914562958781	0.505500332123418
August_Temp_Min	0.434431215794792	0.407423905239294	0.392695256078017	0.227529324759488	0.387270108743534	0.3599850170951	0.632063762094116	0.370064598659118	0.577674829188774	0.231397144046125	0.321740611273251	0.0481668268677818	0.210736551832232	0.348327215023685	0.0466934602415283	0.640601560548108	0.473857223822447	0.0378074411912341	0.645648456879312	0.175965446638697	0.242533457925274	0.213180580981868	0.51073085124932	0.167839551431487	0.463081392431464	0.254488936970168	0.474822511821178	0.146758530685484	0.37231424525181	0.281455277917887	0.525756461628442	0.34846502855568	0.123946359007721	7.12351089841421e-05	1	0.170494126274021	0.348279601184596	0.645547772795372	0.32593747660354	0.523205068650933
August_Temp_Max	0.714592309114938	0.364054136778926	0.767140166371967	0.997062932055856	0.382292196909985	0.587895621139817	0.850493614843967	0.137128201150632	0.797503146053299	0.321326696467869	0.583326403115619	0.977870262498649	0.177826489285034	0.679846802339332	0.257400238984371	0.547379957434285	0.739092003412937	0.854804711961362	0.840817959436498	0.997652857483382	0.21823868714868	0.42728988219713	0.772760045732984	0.278482399748219	0.643513991714966	0.861618646770009	0.288096508687943	0.969827665178402	0.403374685156469	0.386077741854224	0.769296941733937	0.147746020263633	0.417036792192847	0.904302136890895	0.170494126274021	1	0.262305008705371	0.214336546353527	0.981901702940866	0.812112465218761
August_pH_Avg	0.198676896549617	0.82209110350109	0.30594267125681	0.219367895472639	0.408152853455847	0.177350644562033	0.0420684378751212	0.901929002632991	0.0665613662722376	0.597290675919377	0.0950223895876666	0.288021460914021	0.335368775741965	0.152375288559744	0.058480009237328	0.456971429978826	0.250046727795694	0.444864867945048	0.0381815545593248	0.268731013689781	0.402169479637551	0.259761917459042	0.366525268257593	0.944361214698466	0.31139947143517	0.612393176437205	0.115360509092257	0.407957905362394	0.549103492327332	0.223290895516782	0.395730546588352	0.898835844153498	0.619656923511282	0.544799784109285	0.348279601184596	0.262305008705371	1	0.452323269599275	0.268314572213514	0.235205438457281
September_Temp_Avg	0.609097167631521	0.646627221837183	0.234076483904729	0.175603635019629	0.32723241324383	0.332522380857035	0.278854410831009	0.220450444821404	0.0653614357595717	0.693653459906306	0.432759416418874	0.307817805337925	0.334190218322226	0.284255942597799	0.236335330792597	0.0499450792150192	0.317797613992024	0.513180720725993	0.223705288450764	0.165680896298672	0.36293407663386	0.408760808912414	0.0396254852219237	0.216474165224007	0.359997123066782	0.177581297427284	0.336144718675369	0.165382007681834	0.187661087613157	0.296014493927874	0.130046733737913	0.323671640869367	0.233917114730516	0.530974253088455	0.645547772795372	0.214336546353527	0.452323269599275	1	0.0814930889707697	0.317670171500511
September_Temp_Min	0.592476105984779	0.336349533758062	0.821111384719381	0.984968537986348	0.469178184180252	0.633413486393108	0.915672951098718	0.10795376224122	0.843044718318393	0.300545671242295	0.623872664423353	0.933221260029483	0.236704486340161	0.713792407819772	0.201789840003492	0.578058016691808	0.754271383125399	0.833714689453889	0.909561908530975	0.984429328949016	0.291613779717322	0.473418566669309	0.840465255799915	0.31544273138065	0.65574512077919	0.907503428932504	0.314872494505332	0.964532975907613	0.494810126902312	0.42883277860729	0.839380580303645	0.169949213742382	0.444581650562692	0.873914562958781	0.32593747660354	0.981901702940866	0.268314572213514	0.0814930889707697	1	0.845930747752644
September_Temp_Max	0.43198247371937	0.108838347652063	0.705019866025656	0.833405489195355	0.310949867318785	0.587079443376454	0.953608082668644	0.510942441128918	0.745075883903055	0.0878373896784059	0.65871769741162	0.730411410065453	0.122640550680706	0.67179763741638	0.0916750935423887	0.71748161155742	0.888621902429835	0.528141337728628	0.934590067524068	0.826659402865438	0.161179861652319	0.436825015542734	0.619022857601633	0.132630594189856	0.820668408921723	0.586515196295315	0.191490045159381	0.742132120258671	0.239841745314573	0.345213116010802	0.565774001967865	0.225738312495473	0.191812879055459	0.505500332123418	0.523205068650933	0.812112465218761	0.235205438457281	0.317670171500511	0.845930747752644	1
